,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Name,Survived,Boarded,Class,MWC,Age,Adut_or_Chld,Sex,Paid,Ticket_No,Boat_or_Body,Job,Class_Dept,Class_Full,FirstName,LastName,Title,url
329,329,329,329,"CANNER, Mr John",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Fireman,Engineering Crew,E,John,Canner,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=John+Canner
330,330,330,330,"CARAM, Mr Joseph",Dead,Cherbourg,3,Man,28,Adult,Male,14.4583333,2689,,Merchant,3rd Class Passenger,3,Joseph,Caram,Mr,https://www.encyclopedia-titanica.org//titanic-victim/joseph-caram.html
331,331,331,331,"CARAM, Mrs Maria Elias",Dead,Cherbourg,3,Woman,18,Adult,Female,14.4583333,2689,,Housekeeper,3rd Class Passenger,3,Maria Elias,Caram,Mrs,https://www.encyclopedia-titanica.org//titanic-victim/maria-elias-caram.html
332,332,332,332,"CARBINES, Mr William",Dead,Southampton,2,Man,19,Adult,Male,13,28424,[18],Miner,2nd Class Passenger,2,William,Carbines,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-carbines.html
333,333,333,333,"CARDEZA, Mr Thomas Drake Martinez",Alive,Cherbourg,1,Man,36,Adult,Male,512.329167,17755,3,Gentleman,1st Class Passenger,1,Thomas Drake Martinez,Cardeza,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/thomas-cardeza.html
334,334,334,334,"CARDEZA, Mrs Charlotte Wardle",Alive,Cherbourg,1,Woman,58,Adult,Female,512.329167,17755,3,,1st Class Passenger,1,Charlotte Wardle,Cardeza,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/charlotte-cardeza.html
335,335,335,335,"CARLSSON, Mr August Sigfrid",Dead,Southampton,3,Man,28,Adult,Male,7.79583333,350042,,Farmer,3rd Class Passenger,3,August Sigfrid,Carlsson,Mr,https://www.encyclopedia-titanica.org//titanic-victim/august-sigfrid-carlsson.html
336,336,336,336,"CARLSSON, Mr Carl Robert",Dead,Southampton,3,Man,24,Adult,Male,7.85416667,350409,,General Labourer,3rd Class Passenger,3,Carl Robert,Carlsson,Mr,https://www.encyclopedia-titanica.org//titanic-victim/frans-olof-carlsson.html
337,337,337,337,"CARLSSON, Mr Frans Olof",Dead,Southampton,1,Man,33,Adult,Male,5,695,,,1st Class Passenger,1,Frans Olof,Carlsson,Mr,https://www.encyclopedia-titanica.org//titanic-victim/frans-olof-carlsson.html
338,338,338,338,"CARNEY, Mr William",Dead,Southampton,Crew,Man,31,Adult,Male,,,[251],Lift Steward,Victualling Crew,V,William,Carney,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-carney.html
339,339,339,339,"CARR, Miss Jane",Dead,Queenstown,3,Woman,45,Adult,Female,7.75,368364,,,3rd Class Passenger,3,Jane,Carr,Miss,https://www.encyclopedia-titanica.org//titanic-victim/jane-carr.html
340,340,340,340,"CARR, Mr Richard Stephen",Dead,Southampton,Crew,Man,37,Adult,Male,,,,Trimmer,Engineering Crew,E,Richard Stephen,Carr,Mr,https://www.encyclopedia-titanica.org//titanic-victim/richard-stephen-carr.html
341,341,341,341,"CARRA-ESTEVES, Mr Jos Pedro",Dead,Southampton,1,Man,17,Adult,Male,47.1,113059,,,1st Class Passenger,1,Jos Pedro,Carra-esteves,Mr,https://www.encyclopedia-titanica.org//titanic-victim/jose-pedro-carrau.html
342,342,342,342,"CARRAU, Mr Francisco Mauro Severiano",Dead,Southampton,1,Man,27,Adult,Male,47.1,113059,,,1st Class Passenger,1,Francisco Mauro Severiano,Carrau,Mr,https://www.encyclopedia-titanica.org//titanic-victim/francisco-carrau.html
343,343,343,343,"CARTER (BALL), Mr James (W.)",Dead,Southampton,Crew,Man,46,Adult,Male,,,,Fireman,Engineering Crew,E,James (W.),Carter (ball),Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=James+(W.)+Carter (ball)
344,344,344,344,"CARTER, Fr Ernest Courtenay",Dead,Southampton,2,Man,54,Adult,Male,26,244252,,Priest / Minister,2nd Class Passenger,2,Ernest Courtenay,Carter,Fr,https://www.encyclopedia-titanica.org//titanic-victim/ernest-courtenay-carter.html
345,345,345,345,"CARTER, Master William Thornton II",Alive,Southampton,1,Child,11,Child,Male,120,113760,4,,1st Class Passenger,1,William Thornton II,Carter,Master,https://www.encyclopedia-titanica.org//titanic-survivor/william-carter.html
346,346,346,346,"CARTER, Miss Lucile Polk",Alive,Southampton,1,Child,13,Child,Female,120,113760,4,,1st Class Passenger,1,Lucile Polk,Carter,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/lucile-carter.html
347,347,347,347,"CARTER, Mr William Ernest",Alive,Southampton,1,Man,36,Adult,Male,120,113760,C,,1st Class Passenger,1,William Ernest,Carter,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/william-carter.html
348,348,348,348,"CARTER, Mrs Lilian",Dead,Southampton,2,Woman,45,Adult,Female,26,244252,,,2nd Class Passenger,2,Lilian,Carter,Mrs,https://www.encyclopedia-titanica.org//titanic-victim/lilian-carter.html
349,349,349,349,"CARTER, Mrs Lucile",Alive,Southampton,1,Woman,36,Adult,Female,120,113760,4,,1st Class Passenger,1,Lucile,Carter,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/lucile-carter.html
350,350,350,350,"CARTWRIGHT, Mr James Edward",Dead,Belfast,Crew,Man,32,Adult,Male,,,[320],Saloon Steward,Victualling Crew,V,James Edward,Cartwright,Mr,https://www.encyclopedia-titanica.org//titanic-victim/james-edward-cartwright.html
351,351,351,351,"CARVER, Mr Alfred John",Dead,Southampton,3,Man,28,Adult,Male,7.25,370160,,Seaman,3rd Class Passenger,3,Alfred John,Carver,Mr,https://www.encyclopedia-titanica.org//titanic-victim/alfred-john-carver.html
352,352,352,352,"CASALI, Sig. Giulio",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Waiter,Restaurant Staff,R,Giulio,Casali,Sig.,https://www.encyclopedia-titanica.org//titanic-victim/giulio-casali.html
353,353,353,353,"CASE, Mr Howard Brown",Dead,Southampton,1,Man,49,Adult,Male,26,19924,,,1st Class Passenger,1,Howard Brown,Case,Mr,https://www.encyclopedia-titanica.org//titanic-victim/howard-case.html
354,354,354,354,"CASEY, Mr Thomas",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Trimmer,Engineering Crew,E,Thomas,Casey,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Thomas+Casey
355,355,355,355,"CASSEBEER, Mrs Eleanor Genevieve",Alive,Cherbourg,1,Woman,36,Adult,Female,27.7208333,17770,5,,1st Class Passenger,1,Eleanor Genevieve,Cassebeer,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/eleanor-cassebeer.html
356,356,356,356,"CASSWILL, Mr Charles",Dead,Southampton,Crew,Man,34,Adult,Male,,,,Saloon Steward,Victualling Crew,V,Charles,Casswill,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-casswill.html
357,357,357,357,"CASTLEMAN, Mr Edward",Dead,Southampton,Crew,Man,37,Adult,Male,,,,Greaser,Engineering Crew,E,Edward,Castleman,Mr,https://www.encyclopedia-titanica.org//titanic-victim/edward-castleman.html
358,358,358,358,"CATON, Miss Annie",Alive,Southampton,Crew,Woman,33,Adult,Female,,,11,Turkish Bath Stewardess,Victualling Crew,V,Annie,Caton,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/annie-caton.html
359,359,359,359,"CAUNT, Mr William Ewart",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Grill Cook,Victualling Crew,V,William Ewart,Caunt,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-ewart-caunt.html
360,360,360,360,"CAVE, Mr Herbert",Dead,Belfast,Crew,Man,39,Adult,Male,,,[218],Saloon Steward (1st class),Victualling Crew,V,Herbert,Cave,Mr,https://www.encyclopedia-titanica.org//titanic-victim/herbert-cave.html
361,361,361,361,"CAVELL, Mr George Henry",Alive,Southampton,Crew,Man,22,Adult,Male,,,15,Trimmer,Engineering Crew,E,George Henry,Cavell,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/george-henry-cavell.html
362,362,362,362,"CAVENDISH, Mr Tyrell William",Dead,Southampton,1,Man,36,Adult,Male,78.85,19877,[172],,1st Class Passenger,1,Tyrell William,Cavendish,Mr,https://www.encyclopedia-titanica.org//titanic-victim/tyrell-william-cavendish.html
363,363,363,363,"CAVENDISH, Mrs Julia Florence",Alive,Southampton,1,Woman,25,Adult,Female,78.85,19877,6,,1st Class Passenger,1,Julia Florence,Cavendish,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/julia-florence-cavendish.html
364,364,364,364,"CECIL, Mr Charles Thomas",Dead,Southampton,Crew,Man,21,Adult,Male,,,,Steward,Victualling Crew,V,Charles Thomas,Cecil,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-thomas-newman.html
365,365,365,365,"CELOTTI, Mr Francesco",Dead,Southampton,3,Man,24,Adult,Male,8.05,343275,,Stoker,3rd Class Passenger,3,Francesco,Celotti,Mr,https://www.encyclopedia-titanica.org//titanic-victim/francesco-celotti.html
366,366,366,366,"CHABOISSON, Mr Adrien Finnin",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Roast Cook,Restaurant Staff,R,Adrien Finnin,Chaboisson,Mr,https://www.encyclopedia-titanica.org//titanic-victim/adrien-finnin-chaboisson.html
367,367,367,367,"CHAFFEE, Mr Herbert Fuller",Dead,Southampton,1,Man,46,Adult,Male,61.175,5734,,,1st Class Passenger,1,Herbert Fuller,Chaffee,Mr,https://www.encyclopedia-titanica.org//titanic-victim/herbert-fuller-chaffee.html
368,368,368,368,"CHAFFEE, Mrs Carrie Constance",Alive,Southampton,1,Woman,47,Adult,Female,61.175,5734,4,,1st Class Passenger,1,Carrie Constance,Chaffee,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/carrie-constance-chaffee.html
369,369,369,369,"CHAMBERS, Mr Norman Campbell",Alive,Southampton,1,Man,27,Adult,Male,53.1,113806,5,,1st Class Passenger,1,Norman Campbell,Chambers,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/norman-campbell-chambers.html
370,370,370,370,"CHAMBERS, Mrs Bertha",Alive,Southampton,1,Woman,32,Adult,Female,53.1,113806,5,,1st Class Passenger,1,Bertha,Chambers,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/bertha-chambers.html
371,371,371,371,"CHAPMAN, Mr Charles Henry",Dead,Southampton,2,Man,52,Adult,Male,13.5,248731,[130],,2nd Class Passenger,2,Charles Henry,Chapman,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/joseph-charles-chapman.html
372,372,372,372,"CHAPMAN, Mr John Henry",Dead,Southampton,2,Man,36,Adult,Male,26,29037,[17],Farmer,2nd Class Passenger,2,John Henry,Chapman,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-henry-boyes.html
373,373,373,373,"CHAPMAN, Mr Joseph Charles",Alive,Southampton,Crew,Man,32,Adult,Male,,,9,"Boots steward, 2nd class",Victualling Crew,V,Joseph Charles,Chapman,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/joseph-charles-chapman.html
374,374,374,374,"CHAPMAN, Mrs Sara Elizabeth",Dead,Southampton,2,Woman,28,Adult,Female,26,29037,,,2nd Class Passenger,2,Sara Elizabeth,Chapman,Mrs,https://www.encyclopedia-titanica.org//titanic-victim/sara-elizabeth-chapman.html
375,375,375,375,"CHARMAN, Mr John James",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V,John James,Charman,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-james-borebank.html
376,376,376,376,"CHARTERS, Mr David",Dead,Queenstown,3,Man,20,Adult,Male,7.73333333,13032,,General Labourer,3rd Class Passenger,3,David,Charters,Mr,https://www.encyclopedia-titanica.org//titanic-victim/david-charters.html
377,377,377,377,"CHAUDANSON, Miss Victorine",Alive,Cherbourg,1,Woman,36,Adult,Female,262.375,17608,4,Personal Maid,1st Class PassengerServant,1,Victorine,Chaudanson,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/victorine-chaudanson.html
378,378,378,378,"CHERRETT, Mr William Victor",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Fireman,Engineering Crew,E,William Victor,Cherrett,Mr,https://www.encyclopedia-titanica.org//titanic-victim/william-victor-cherrett.html
379,379,379,379,"CHERRY, Miss Gladys",Alive,Southampton,1,Woman,30,Adult,Female,86.5,110152,8,Of Independent Means,1st Class Passenger,1,Gladys,Cherry,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/gladys-cherry.html
380,380,380,380,"CHEVERTON, Mr William Frederick",Dead,Belfast,Crew,Man,27,Adult,Male,,,[334],Saloon Steward (1st class),Victualling Crew,V,William Frederick,Cheverton,Mr,https://www.encyclopedia-titanica.org//titanic-victim/frederick-william-barrett.html
381,381,381,381,"CHEVR, Mr Paul Romaine Marie Lonce",Alive,Cherbourg,1,Man,45,Adult,Male,29.7,17594,7,Sculptor,1st Class Passenger,1,Paul Romaine Marie Lonce,Chevr,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/paul-chevre.html
382,382,382,382,"CHIBNALL, Mrs Edith Martha Bowerman",Alive,Southampton,1,Woman,48,Adult,Female,55,113505,6,Of Independent Means,1st Class Passenger,1,Edith Martha Bowerman,Chibnall,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/elsie-edith-bowerman.html
383,383,383,383,"CHIP, Mr Chang",Alive,Southampton,3,Man,32,Adult,Male,56.4958333,1601,C,Seaman,3rd Class Passenger,3,Chang,Chip,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/chang-chip.html
384,384,384,384,"CHISHOLM, Mr Roderick Robert Crispin",Dead,Belfast,1,Man,43,Adult,Male,0,112051,,Draughtsman,1st Class PassengerH&W Guarantee Group,1,Roderick Robert Crispin,Chisholm,Mr,https://www.encyclopedia-titanica.org//titanic-victim/roderick-chisholm.html
385,385,385,385,"CHISNALL, Mr George Alexander",Dead,Belfast,Crew,Man,36,Adult,Male,,,[111],Boilermaker,Engineering Crew,E,George Alexander,Chisnall,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-alexander-chisnall.html
386,386,386,386,"CHITTY, Mr Archibald George",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Third Class Steward,Victualling Crew,V,Archibald George,Chitty,Mr,https://www.encyclopedia-titanica.org//titanic-victim/archibald-george-chitty.html
387,387,387,387,"CHITTY, Mr George Henry",Dead,Southampton,Crew,Man,50,Adult,Male,,,,Baker,Victualling Crew,V,George Henry,Chitty,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/george-henry-cavell.html
388,388,388,388,"CHORLEY, Mr John Henry",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Fireman,Engineering Crew,E,John Henry,Chorley,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-henry-boyes.html
389,389,389,389,"CHRISTMANN, Mr Emil",Dead,Southampton,3,Man,29,Adult,Male,8.05,343276,,Clerk,3rd Class Passenger,3,Emil,Christmann,Mr,https://www.encyclopedia-titanica.org//titanic-victim/emil-christmann.html
390,390,390,390,"CHRISTMAS, Mr Herbert Harry",Dead,Southampton,Crew,Man,33,Adult,Male,,,,Assistant Saloon Steward (2nd class),Victualling Crew,V,Herbert Harry,Christmas,Mr,https://www.encyclopedia-titanica.org//titanic-victim/herbert-harry-christmas.html
391,391,391,391,"CHRISTY, Miss Rachel Juli Cohen",Alive,Southampton,2,Woman,25,Adult,Female,30,237789,12,,2nd Class Passenger,2,Rachel Juli Cohen,Christy,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/rachel-julie-cohen-christy.html
392,392,392,392,"CHRISTY, Mrs Alice Frances",Alive,Southampton,2,Woman,45,Adult,Female,30,237789,12,,2nd Class Passenger,2,Alice Frances,Christy,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/alice-frances-christy.html
393,393,393,393,"CHRONOPOULOS, Mr Apostolos M.",Dead,Cherbourg,3,Man,26,Adult,Male,14.4541667,2680,,General Labourer,3rd Class Passenger,3,Apostolos M.,Chronopoulos,Mr,https://www.encyclopedia-titanica.org//titanic-victim/apostolos-chronopoulos.html
394,394,394,394,"CHRONOPOULOS, Mr Dimitrios M.",Dead,Cherbourg,3,Man,21,Adult,Male,14.4541667,2680,,General Labourer,3rd Class Passenger,3,Dimitrios M.,Chronopoulos,Mr,https://www.encyclopedia-titanica.org//titanic-victim/dimitrios-chronopoulos.html
395,395,395,395,"CLARK, Mr Walter Miller",Dead,Cherbourg,1,Man,27,Adult,Male,136.779167,13508,,,1st Class Passenger,1,Walter Miller,Clark,Mr,https://www.encyclopedia-titanica.org//titanic-victim/walter-miller-clark.html
396,396,396,396,"CLARK, Mr William",Alive,Southampton,Crew,Man,39,Adult,Male,,,,Fireman,Engineering Crew,E,William,Clark,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/william-clark.html
397,397,397,397,"CLARK, Mrs Virginia Estelle",Alive,Cherbourg,1,Woman,26,Adult,Female,136.779167,13508,4,,1st Class Passenger,1,Virginia Estelle,Clark,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/virginia-clark.html
398,398,398,398,"CLARKE, Mr Charles Valentine",Dead,Southampton,2,Man,29,Adult,Male,26,2003,,Dairy Worker,2nd Class Passenger,2,Charles Valentine,Clarke,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-valentine-clarke.html
399,399,399,399,"CLARKE, Mr John Frederick Preston",Dead,Southampton,2,Man,28,Adult,Male,0,250654,[202],Musician,2nd Class PassengerMusician,2,John Frederick Preston,Clarke,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-frederick-preston-clarke.html
400,400,400,400,"CLARKE, Mrs Ada Maria",Alive,Southampton,2,Woman,28,Adult,Female,27,2003,14,,2nd Class Passenger,2,Ada Maria,Clarke,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/ada-maria-clarke.html
401,401,401,401,"CLEAVER, Miss Alice Catherine",Alive,Southampton,1,Woman,22,Adult,Female,151.8,113781,11,Nursemaid,1st Class PassengerServant,1,Alice Catherine,Cleaver,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/alice-cleaver.html
402,402,402,402,"CLENCH, Mr Frederick Charles",Alive,Southampton,Crew,Man,33,Adult,Male,,,12,Able Seaman,Deck Crew,D,Frederick Charles,Clench,Mr,https://www.encyclopedia-titanica.org//titanic-victim/charles-frederick-back.html
403,403,403,403,"CLENCH, Mr George James",Dead,Southampton,Crew,Man,31,Adult,Male,,,,Able Seaman,Deck Crew,D,George James,Clench,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-clench.html
404,404,404,404,"CLIFFORD, Mr George Quincy",Dead,Southampton,1,Man,40,Adult,Male,52,110465,,,1st Class Passenger,1,George Quincy,Clifford,Mr,https://www.encyclopedia-titanica.org//titanic-victim/george-quincy-clifford.html
405,405,405,405,"COE, Mr Harry",Dead,Southampton,Crew,Man,21,Adult,Male,,,,Trimmer,Engineering Crew,E,Harry,Coe,Mr,https://www.encyclopedia-titanica.org//titanic-victim/harry-coe.html
406,406,406,406,"COELHO, Mr Domingos Fernandeo",Dead,Southampton,3,Man,20,Adult,Male,7.05,3101307,,General Labourer,3rd Class Passenger,3,Domingos Fernandeo,Coelho,Mr,https://www.encyclopedia-titanica.org//titanic-victim/domingos-fernandeo-coelho.html
407,407,407,407,"COHEN, Mr Gurshon Gus",Alive,Southampton,3,Man,18,Adult,Male,8.05,,12,Printer / Compositor,,3,Gurshon Gus,Cohen,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/gurshon-gus-cohen.html
408,408,408,408,"COLBERT, Mr Patrick",Dead,Queenstown,3,Man,24,Adult,Male,7.25,371109,,General Labourer,3rd Class Passenger,3,Patrick,Colbert,Mr,https://www.encyclopedia-titanica.org//titanic-victim/patrick-colbert.html
409,409,409,409,"COLEFF, Mr Satio",Dead,Southampton,3,Man,24,Adult,Male,7.89583333,349209,,General Labourer,3rd Class Passenger,3,Satio,Coleff,Mr,https://www.encyclopedia-titanica.org//titanic-victim/satio-coleff.html
410,410,410,410,"COLEMAN, Mr Albert Edward",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V,Albert Edward,Coleman,Mr,https://www.encyclopedia-titanica.org//titanic-victim/albert-edward-coleman.html
411,411,411,411,"COLEMAN, Mr John",Dead,Belfast,Crew,Man,57,Adult,Male,,,,Engineers' Mess steward,Engineering Crew,E,John,Coleman,Mr,https://www.encyclopedia-titanica.org//titanic-victim/john-coleman.html
412,412,412,412,"COLERIDGE, Mr Reginald Charles",Dead,Southampton,2,Man,29,Adult,Male,10.5,14263,,Advertising Consultant,2nd Class Passenger,2,Reginald Charles,Coleridge,Mr,https://www.encyclopedia-titanica.org//titanic-victim/reginald-charles-coleridge.html
413,413,413,413,"COLGAN, Mr E. Joseph",Alive,Southampton,Crew,Man,33,Adult,Male,,,,Scullion,Victualling Crew,V,E. Joseph,Colgan,Mr,https://www.encyclopedia-titanica.org//titanic-victim/joseph-beattie.html
414,414,414,414,"COLLANDER, Mr Erik Gustaf",Dead,Southampton,2,Man,27,Adult,Male,13,248740,,,2nd Class Passenger,2,Erik Gustaf,Collander,Mr,https://www.encyclopedia-titanica.org//titanic-victim/erik-gustaf-collander.html
415,415,415,415,"COLLETT, Mr Sidney Clarence Stuart",Alive,Southampton,2,Man,25,Adult,Male,10.5,28034,9,,2nd Class Passenger,2,Sidney Clarence Stuart,Collett,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/sidney-clarence-stuart-collett.html
416,416,416,416,"COLLEY, Mr Edward Pomeroy",Dead,Southampton,1,Man,37,Adult,Male,25.5875,5727,,,1st Class Passenger,1,Edward Pomeroy,Colley,Mr,https://www.encyclopedia-titanica.org//titanic-victim/edward-pomeroy-colley.html
417,417,417,417,"COLLINS, Mr John",Alive,Southampton,Crew,Man,17,Adult,Male,,,1,Fireman,Victualling Crew,V,John,Collins,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/john-collins.html
418,418,418,418,"COLLINS, Mr John",Alive,Southampton,Crew,Man,38,Adult,Male,,,B,Scullion,Engineering Crew,E,John,Collins,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/john-collins.html
419,419,419,419,"COLLYER, Miss Marjorie Charlotte",Alive,Southampton,2,Child,8,Child,Female,26.25,31921,14,,2nd Class Passenger,2,Marjorie Charlotte,Collyer,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/charlotte-annie-collyer.html
420,420,420,420,"COLLYER, Mr Harvey",Dead,Southampton,2,Man,31,Adult,Male,26.25,31921,,Grocer,2nd Class Passenger,2,Harvey,Collyer,Mr,https://www.encyclopedia-titanica.org//titanic-victim/harvey-collyer.html
421,421,421,421,"COLLYER, Mrs Charlotte Annie",Alive,Southampton,2,Woman,31,Adult,Female,26.25,31921,14,,2nd Class Passenger,2,Charlotte Annie,Collyer,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/charlotte-annie-collyer.html
422,422,422,422,"COLTCHEFF, Mr Peju",Dead,Southampton,3,Man,36,Adult,Male,7.89583333,349210,,General Labourer,3rd Class Passenger,3,Peju,Coltcheff,Mr,https://www.encyclopedia-titanica.org//titanic-victim/peju-coltcheff.html
423,423,423,423,"COMBES, Mr George",Alive,Southampton,Crew,Man,34,Adult,Male,,,3,Fireman,Engineering Crew,E,George,Combes,Mr,https://www.encyclopedia-titanica.org//titanic-survivor/george-combes.html
424,424,424,424,"COMPTON, Miss Sara Rebecca",Alive,Cherbourg,1,Woman,39,Adult,Female,83.1583333,17756,14,,1st Class Passenger,1,Sara Rebecca,Compton,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/sara-rebecca-compton.html
425,425,425,425,"COMPTON, Mr Alexander Taylor jr",Dead,Cherbourg,1,Man,37,Adult,Male,83.1583333,17756,,,1st Class Passenger,1,Alexander Taylor jr,Compton,Mr,https://www.encyclopedia-titanica.org//titanic-victim/alexander-taylor-compton.html
426,426,426,426,"COMPTON, Mrs Mary Eliza",Alive,Cherbourg,1,Woman,64,Adult,Female,83.1583333,17756,14,,1st Class Passenger,1,Mary Eliza,Compton,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/mary-eliza-compton.html
427,427,427,427,"CONLIN, Mr Thomas Henry",Dead,Queenstown,3,Man,31,Adult,Male,7.73333333,21332,,General Labourer,3rd Class Passenger,3,Thomas Henry,Conlin,Mr,https://www.encyclopedia-titanica.org//titanic-victim/thomas-henry-conlin.html
428,428,428,428,"CONNAGHTON, Mr Michael",Dead,Queenstown,3,Man,31,Adult,Male,7.75,335097,,Farm Labourer,3rd Class Passenger,3,Michael,Connaghton,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Michael+Connaghton
429,429,429,429,"CONNOLLY, Miss Catherine",Alive,Queenstown,3,Woman,23,Adult,Female,7.75,,13,,,3,Catherine,Connolly,Miss,https://www.encyclopedia-titanica.org/titanic-search.php?q=Catherine+Connolly
430,430,430,430,"CONNOLLY, Miss Kate",Dead,Queenstown,3,Woman,41,Adult,Female,7.75,370373,,,3rd Class Passenger,3,Kate,Connolly,Miss,https://www.encyclopedia-titanica.org//titanic-survivor/kate-connolly.html
431,431,431,431,"CONNORS, Mr Patrick",Dead,Queenstown,3,Man,66,Adult,Male,7.75,370369,[171],Farm Labourer,3rd Class Passenger,3,Patrick,Connors,Mr,https://www.encyclopedia-titanica.org//titanic-victim/patrick-connors.html
432,432,432,432,"CONWAY, Mr Percy Walter",Dead,Belfast,Crew,Man,24,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V,Percy Walter,Conway,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Percy+Walter+Conway
433,433,433,433,"COOK, Mr George",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Saloon Steward,Victualling Crew,V,George,Cook,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=George+Cook
434,434,434,434,"COOK, Mr Jacob",Dead,Southampton,3,Man,43,Adult,Male,8.05,3536,,Wood Carver,3rd Class Passenger,3,Jacob,Cook,Mr,https://www.encyclopedia-titanica.org//titanic-victim/jacob-cook.html
435,435,435,435,"COOK, Mrs Selena",Alive,Southampton,2,Woman,22,Adult,Female,10.5,14266,14,,2nd Class Passenger,2,Selena,Cook,Mrs,https://www.encyclopedia-titanica.org//titanic-survivor/selena-cook.html
436,436,436,436,"COOMBS, Mr Charles Augustus",Dead,Southampton,Crew,Man,44,Adult,Male,,,,Assistant Cook,Victualling Crew,V,Charles Augustus,Coombs,Mr,https://www.encyclopedia-titanica.org//titanic-victim/augustus-charles-coombs.html
437,437,437,437,"COOPER, Mr Harry",Dead,Southampton,Crew,Man,26,Adult,Male,,,,Fireman,Engineering Crew,E,Harry,Cooper,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Harry+Cooper
438,438,438,438,"COOPER, Mr James Edward",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Trimmer,Engineering Crew,E,James Edward,Cooper,Mr,https://www.encyclopedia-titanica.org//titanic-victim/james-edward-cartwright.html
439,439,439,439,"COPPERTHWAITE, Mr Albert Harry",Dead,Southampton,Crew,Man,22,Adult,Male,,,,Fireman,Engineering Crew,E,Albert Harry,Copperthwaite,Mr,https://www.encyclopedia-titanica.org/titanic-search.php?q=Albert+Harry+Copperthwaite
440,440,440,440,"COR, Mr Bartol",Dead,Southampton,3,Man,35,Adult,Male,7.89583333,349230,,General Labourer,3rd Class Passenger,3,Bartol,Cor,Mr,https://www.encyclopedia-titanica.org//titanic-victim/bartol-cor.html
